General;;;ALL_GROUP;Basis-Parameter;Basis-Parameter;1;;;;;;;;;;;;;;;;;;;;;;;;;
13;BRho_INJ;;SYNC_GROUP;BRho_Inj;Magn. Steifigkeit bei Injektion;1;nein;ja;ja;nein;$00000020;nein;nein;5;3;Tm;Tm;1;;;;0;3;nein;;;;0;0;nein;
;E_EXTR;;SYNC_GROUP;E_Extr;Extraktionsenergie;1;ja;nein;ja;nein;$00001000;nein;nein;5;3;MeV/u;MeV/u;1;200;;;99;3;nein;;;;0;0;nein;14
14;BRho_EXTR;;SYNC_GROUP;BRho_Extr;Mag. Steifigkeit bei Extraktion;1;nein;ja;ja;nein;$00001020;nein;nein;5;3;Tm;Tm;1;;;;0;3;nein;;;;0;0;nein;
33;E_Max_DVM;;SYNC_GROUP;E_Max_DVM;Maximal erlaubte Extraktionsenergie;1;nein;ja;ja;nein;$00000020;nein;nein;5;3;MeV/u;MeV/u;1;450;;;0;3;nein;;;;0;0;nein;23
23;BRho_Max_DVM;;SYNC_GROUP;BRho_Max_DVM;Maximal erlaubte magn. Steifigkeit bei Extraktion;1;ja;nein;ja;nein;$00000000;nein;nein;5;3;Tm;Tm;1;6.81;;;99;3;nein;24;;;0;0;nein;
24;BRho_Max;;SYNC_GROUP;BRho_Max;Maximal mögliche mag. Steifigkeit bei Extraktion;1;nein;ja;ja;nein;$00000020;nein;nein;5;3;Tm;Tm;1;6.94;;;0;3;nein;;;;0;0;nein;
;Lambda_INJ;;SYNC_GROUP;Lambda_INJ;Optikparameter bei Injektion;1;ja;nein;ja;nein;$00000000;nein;nein;5;3;;;;0;;;99;3;nein;;;;0;0;nein;
;Lambda_EXTR;;SYNC_GROUP;Lambda_EXTR;Optikparameter bei Extraktion;1;ja;nein;ja;nein;$00000000;nein;nein;5;3;;;;1;;;99;3;nein;;;;0;0;nein;
;Qh_INJ;;SYNC_GROUP;Qh_INJ;Horizontaler Tune bei Injektion;1;ja;nein;ja;nein;$00000000;nein;nein;5;5;;;;1.71;;;99;3;nein;;;;0;0;nein;
;Qv_INJ;;SYNC_GROUP;Qv_INJ;Vertikaler Tune bei Injektion;1;ja;nein;ja;nein;$00000000;nein;nein;5;5;;;;1.72;;;99;3;nein;;;;0;0;nein;
;Qh_FLAT;;SYNC_GROUP;Qh_FLAT;Horizontaler Tune auf Flattop;1;ja;nein;ja;nein;$00001001;nein;nein;5;5;;;;1.69;;;99;3;nein;;;;0;0;nein;
;Qv_FLAT;;SYNC_GROUP;Qv_FLAT;Vertikaler Tune auf Flattop;1;ja;nein;ja;nein;$00000000;nein;nein;5;5;;;;1.71;;;99;3;nein;;;;0;0;nein;
;dQh_PREP;;SYNC_GROUP;dQh_PREP;Hor. Tuneshift für Extraktion;1;ja;nein;ja;nein;$00001001;nein;nein;5;5;;;;-0.01;;;99;3;nein;;;;0;0;nein;
;Qh_EXTR;;SYNC_GROUP;Qh_EXTR;Horizontaler Tune bei Extraktion;1;nein;ja;ja;nein;$00001020;nein;nein;5;5;;;;;;;99;3;nein;;;;0;0;nein;
;Qv_EXTR;;SYNC_GROUP;Qv_EXTR;Vertikaler Tune bei Extraktion;1;nein;ja;ja;nein;$00001020;nein;nein;5;5;;;;;;;99;3;nein;;;;0;0;nein;
;dQh_off_INJ;;SYNC_GROUP;dQh_off_INJ;Offset Qh bei Injektion (Soll - Ist);1;ja;nein;ja;nein;$00000000;nein;nein;5;5;;;;0;;;99;3;nein;;;;0;0;nein;
;dQv_off_INJ;;SYNC_GROUP;dQv_off_INJ;Offset Qv bei Injektion (Soll - Ist);1;ja;nein;ja;nein;$00000000;nein;nein;5;5;;;;0;;;99;3;nein;;;;0;0;nein;
;dQh_off_FLAT;;SYNC_GROUP;dQh_off_FLAT;Offset Qh auf Flattop (Soll - Ist);1;ja;nein;ja;nein;$00001001;nein;nein;5;5;;;;0;;;99;3;nein;;;;0;0;nein;
;dQv_off_FLAT;;SYNC_GROUP;dQv_off_FLAT;Offset Qv auf Flattop (Soll - Ist);1;ja;nein;ja;nein;$00001001;nein;nein;5;5;;;;0;;;99;3;nein;;;;0;0;nein;
;Qh_DVM_INJ;;SYNC_GROUP;Qh_DVM_INJ;DVM-Setzwert für Qh_INJ;1;nein;ja;ja;nein;$00000000;nein;nein;5;5;;;;;;;99;3;nein;;;;0;0;nein;
;Qv_DVM_INJ;;SYNC_GROUP;Qv_DVM_INJ;DVM-Setzwert für Qv_INJ;1;nein;ja;ja;nein;$00000000;nein;nein;5;5;;;;;;;99;3;nein;;;;0;0;nein;
;Qh_DVM_FLAT;;SYNC_GROUP;Qh_DVM_FLAT;DVM-Setzwert für Qh_FLAT;1;nein;ja;ja;nein;$00000000;nein;nein;5;5;;;;;;;99;3;nein;;;;0;0;nein;
;Qv_DVM_FLAT;;SYNC_GROUP;Qv_DVM_FLAT;DVM-Setzwert für Qv_FLAT;1;nein;ja;ja;nein;$00000000;nein;nein;5;5;;;;;;;99;3;nein;;;;0;0;nein;
;Qh_DVM_EXTR;;SYNC_GROUP;Qh_DVM_EXTR;DVM-Setzwert für Qh_EXTR;1;nein;ja;ja;nein;$00000000;nein;nein;5;5;;;;;;;99;3;nein;;;;0;0;nein;
;Qv_DVM_EXTR;;SYNC_GROUP;Qv_DVM_EXTR;DVM-Setzwert für Qv_EXTR;1;nein;ja;ja;nein;$00000000;nein;nein;5;5;;;;;;;99;3;nein;;;;0;0;nein;
;Tslope_dQ_Start;;SYNC_GROUP;Tslope_dQ_Start;Zeitintervall für Änderung Tune |Beginn Spillpause;1;ja;nein;ja;nein;$00000000;nein;nein;5;1;µs;µs;1;1000;;;99;3;nein;;;;0;0;nein;
;Tslope_dQ_Stop;;SYNC_GROUP;Tslope_dQ_Stop;Zeitintervall für Änderung Tune |Ende Spillpause;1;ja;nein;ja;nein;$00000000;nein;nein;5;1;µs;µs;1;1000;;;99;3;nein;;;;0;0;nein;
;dQ_Spill_Break;;SYNC_GROUP;dQ_Spill_Break;Tune-Shift während Spillpause;1;ja;nein;ja;nein;$00000000;nein;nein;5;5;;;1;0.001;;;99;3;nein;;;;0;0;nein;
;dXih_INJ;;SYNC_GROUP;dXih_INJ;Horizontale Chromatizitätskorrektur bei Injektion;1;ja;nein;ja;nein;$00000000;nein;nein;5;3;;;;0;;;99;3;nein;;;;0;0;nein;
;dXih_FLAT;;SYNC_GROUP;dXih_FLAT;Horizontale Chromatizitätskorrektur auf Flattop;1;ja;nein;ja;nein;$00001001;nein;nein;5;3;;;;0;;;99;3;nein;;;;0;0;nein;
;dXih_EXTR;;SYNC_GROUP;dXih_EXTR;Horizontale Chromatizitätskorrektur für Extraktion;1;ja;nein;ja;nein;$00001001;nein;nein;5;3;;;;0;;;99;3;nein;;;;0;0;nein;
;Xih_INJ;;SYNC_GROUP;Xih_INJ;Horizontale Chromatizität bei Injektion;1;nein;ja;ja;nein;$00000020;nein;nein;5;3;;;;;;;99;3;nein;;;;0;0;nein;
;Xih_FLAT;;SYNC_GROUP;Xih_FLAT;Horizontale Chromatizität auf Flattop;1;nein;ja;ja;nein;$00001020;nein;nein;5;3;;;;;;;99;3;nein;;;;0;0;nein;
;Xih_EXTR;;SYNC_GROUP;Xih_EXTR;Horizontale Chromatizität für Extraktion;1;nein;ja;ja;nein;$00001020;nein;nein;5;3;;;;;;;99;3;nein;;;;0;0;nein;
;ENA_Xih_Total;;SYNC_GROUP;ENA_Xih_Total;Interpolation von Xih statt dXih;1;ja;nein;ja;nein;$00000000;nein;nein;1;;;;;0;;;99;3;nein;;;;0;0;nein;
;KprimeL_FLAT;;SYNC_GROUP;KprimeL_CLEAN;Sextupolamplitude für Beschränkung |der horizontalen Emittanz;1;ja;nein;ja;nein;$00001001;nein;nein;5;3;1/m^2;1/m^2;1;0.65;;;99;3;nein;;;;0;0;nein;
;Phi0_FLAT;;SYNC_GROUP;Phi0_CLEAN;Sextupolphase für Beschränkung |der horizontalen Emittanz;1;ja;nein;ja;nein;$00000000;nein;nein;5;2;rad;grad;57.2957795;0;;;99;3;nein;;;;0;0;nein;
;KprimeL_EXTR;;SYNC_GROUP;KprimeL_EXTR;Sextupolamplitude für Resonanzxtraktion;1;ja;nein;ja;nein;$00001001;nein;nein;5;3;1/m^2;1/m^2;1;0.65;;;99;3;nein;;;;0;0;nein;
;KprimeL0_EXTR;;SYNC_GROUP;KprimeL0_EXTR;Konstanter Offset Sextupolamplitude |für Extraktion;1;ja;nein;ja;nein;$00001001;nein;nein;5;3;1/m^2;1/m^2;1;0;;;99;3;nein;;;;0;0;nein;
;Phi0_EXTR;;SYNC_GROUP;Phi0_EXTR;Sextupolphase für Resonanzextraktion;1;ja;nein;ja;nein;$00001001;nein;nein;5;2;rad;grad;57.2957795;0;;;99;3;nein;;;;0;0;nein;
;Sext_HARM;;SYNC_GROUP;Sext_HARM;Harmonische der Verteilung |der Sextupolstärken;1;ja;nein;nein;nein;$00000000;nein;nein;4;;;;;1;;;99;3;nein;;;;0;0;nein;
;Tslope_dKprL_Start;;SYNC_GROUP;Tslope_dKprL_Start;Zeitintervall für Änderung Sextupole |Beginn Spillpause;1;ja;nein;ja;nein;$00000000;nein;nein;5;1;µs;µs;1;1000;;;99;3;nein;;;;0;0;nein;
;Tslope_dKprL_Stop;;SYNC_GROUP;Tslope_dKprL_Stop;Zeitintervall für Änderung Sextupole |Ende Spillpause;1;ja;nein;ja;nein;$00000000;nein;nein;5;1;µs;µs;1;1000;;;99;3;nein;;;;0;0;nein;
;dKprL_C_Spill_Break;;SYNC_GROUP;dKprL_C_Spill_Break;Shift C-Sextupole |während Spillpause;1;ja;nein;ja;nein;$00000000;nein;nein;5;5;1/m^2;1/m^2;1;0.01;;;99;3;nein;;;;0;0;nein;
;dKprL_R_Spill_Break;;SYNC_GROUP;dKprL_R_Spill_Break;Shift R-Sextupole |während Spillpause;1;ja;nein;ja;nein;$00000000;nein;nein;5;5;1/m^2;1/m^2;1;0.01;;;99;3;nein;;;;0;0;nein;
;DeltaR_INJ;;SYNC_GROUP;DeltaR_INJ;Sollbahnverschiebung auf Injektionsniveau |bei konstanter Energie;1;ja;nein;ja;nein;$00000000;nein;nein;5;2;m;mm;1000;0;;;99;3;nein;;;;0;0;nein;
;DeltaR_EXTR;;SYNC_GROUP;DeltaR_EXTR;Sollbahnverschiebung auf Extraktionsniveau |bei konstanter Energie;1;ja;nein;ja;nein;$00001001;nein;nein;5;2;m;mm;1000;0;;;99;3;nein;;;;0;0;nein;
;EXTR_Type;;SYNC_GROUP;EXTR_Type;Extraktionsart;1;ja;nein;ja;nein;$00000000;nein;nein;4;;;;;1;;;99;3;nein;;;;0;0;nein;
;Tbase_spline;;SYNC_GROUP;Tbase_spline;Basiszeitintervall |für gerampte Geräte;1;ja;nein;nein;nein;$00000000;nein;nein;5;1;µs;µs;1;32;;;0;3;nein;;;;0;0;nein;
;Ngrid_init;;SYNC_GROUP;Ngrid_init;Rasterintervall in Phase INIT |(Vielfache von Tbase_spline);1;ja;nein;nein;nein;$00000000;nein;nein;4;;;;;64;;;99;3;nein;;;;0;0;nein;
;Tgrid_init;;SYNC_GROUP;Tgrid_init;Rasterintervall in Phase INIT;1;nein;ja;ja;nein;$00000000;nein;nein;5;1;µs;ms;0.001;;;;0;3;nein;;;;0;0;nein;
;Nphase_init;;SYNC_GROUP;Nphase_init;Anzahl Rasterintervalle in Phase INIT;1;nein;ja;ja;nein;$00000000;nein;nein;4;;;;;;;;0;3;nein;;;;0;0;nein;
;Tphase_init;;SYNC_GROUP;Tphase_init;Dauer der Phase INIT;1;nein;ja;ja;nein;$00000020;nein;nein;5;1;µs;ms;0.001;;;;0;3;nein;;;;0;0;nein;
;Tdecay_init;;SYNC_GROUP;Tdecay_init;Abklingzeit für Wirbelströme;1;ja;nein;ja;nein;$00000000;nein;nein;5;1;µs;ms;0.001;200;;;99;3;nein;;;;0;0;nein;
;Ngrid_inj;;SYNC_GROUP;Ngrid_inj;Rasterintervall in Phase INJ |(Vielfache von Tbase_spline);1;ja;nein;nein;nein;$00000000;nein;nein;4;;;;;16;;;99;3;nein;;;;0;0;nein;
;Tgrid_inj;;SYNC_GROUP;Tgrid_inj;Rasterintervall in Phase INJ;1;nein;ja;ja;nein;$00000000;nein;nein;5;1;µs;ms;0.001;;;;0;3;nein;;;;0;0;nein;
;Nphase_inj;;SYNC_GROUP;Nphase_inj;Anzahl Rasterintervalle in Phase INJ;1;nein;ja;ja;nein;$00000000;nein;nein;4;;;;;;;;0;3;nein;;;;0;0;nein;
;Tphase_inj;;SYNC_GROUP;Tphase_inj;Dauer der Phase INJ;1;nein;ja;ja;nein;$00000020;nein;nein;5;1;µs;ms;0.001;;;;0;3;nein;;;;0;0;nein;
;Tmeasure_inj;;SYNC_GROUP;Tmeasure_inj;Messzeit nach Phase INJ;1;ja;nein;ja;nein;$00000000;nein;nein;5;1;µs;ms;0.001;0;;;99;3;nein;;;;0;0;nein;
;ENA_ext_ramp_Ibump;;SYNC_GROUP;SxMBy: ENA_ext_ramp;Einschalten externe Bumperrampe;1;ja;nein;ja;nein;$00000000;nein;nein;1;;;;;0;;;99;3;nein;;;;0;0;nein;
;F_ext_ramp_Ibump;;SYNC_GROUP;SxMBy: Ext_ramp;Externe Bumperrampe;1;ja;nein;ja;nein;$00000000;nein;nein;51;;;;;;;;99;3;ja;;;;0;0;nein;
;T_CAPT;;SYNC_GROUP;T_CAPT;Einfangzeit;1;ja;nein;ja;nein;$00000000;nein;nein;5;1;µs;ms;0.001;10;;;99;3;nein;;;;0;0;nein;
;Ngrid_capt;;SYNC_GROUP;Ngrid_capt;Rasterintervall in Phase CAPT |(Vielfache von Tbase_spline);1;ja;nein;nein;nein;$00000000;nein;nein;4;;;;;4;;;99;3;nein;;;;0;0;nein;
;Tgrid_capt;;SYNC_GROUP;Tgrid_capt;Rasterintervall in Phase CAPT;1;nein;ja;ja;nein;$00000000;nein;nein;5;1;µs;ms;0.001;;;;0;3;nein;;;;0;0;nein;
;Nphase_capt;;SYNC_GROUP;Nphase_capt;Anzahl Rasterintervalle in Phase CAPT;1;nein;ja;ja;nein;$00000000;nein;nein;4;;;;;;;;0;3;nein;;;;0;0;nein;
;Tphase_capt;;SYNC_GROUP;Tphase_capt;Dauer der Phase CAPT;1;nein;ja;ja;nein;$00000020;nein;nein;5;1;µs;ms;0.001;;;;0;3;nein;;;;0;0;nein;
;Tmeasure_capt;;SYNC_GROUP;Tmeasure_capt;Messzeit nach Phase CAPT;1;ja;nein;ja;nein;$00000000;nein;nein;5;1;µs;ms;0.001;0;;;99;3;nein;;;;0;0;nein;
;Ngrid_acc;;SYNC_GROUP;Ngrid_acc;Rasterintervall in Phase ACC |(Vielfache von Tbase_spline);1;ja;nein;nein;nein;$00000000;nein;nein;4;;;;;16;;;99;3;nein;;;;0;0;nein;
;Tgrid_acc;;SYNC_GROUP;Tgrid_acc;Rasterintervall in Phase ACC;1;nein;ja;ja;nein;$00000000;nein;nein;5;1;µs;ms;0.001;;;;0;3;nein;;;;0;0;nein;
;Nphase_acc;;SYNC_GROUP;Nphase_acc;Anzahl Rasterintervalle in Phase ACC;1;nein;ja;ja;nein;$00000000;nein;nein;4;;;;;;;;0;3;nein;;;;0;0;nein;
;Tphase_acc;;SYNC_GROUP;Tphase_acc;Dauer der Phase ACC;1;nein;ja;ja;nein;$00001020;nein;nein;5;1;µs;ms;0.001;;;;0;3;nein;;;;0;0;nein;
;Tmeasure_acc;;SYNC_GROUP;Tmeasure_acc;Messzeit nach Phase ACC;1;ja;nein;ja;nein;$00000000;nein;nein;5;1;µs;ms;0.001;0;;;99;3;nein;;;;0;0;nein;
;Tmiddle_min_acc;;SYNC_GROUP;Tmiddle_min_acc;Minimaldauer Mittelteil |Beschleunigungsrampe;1;ja;nein;nein;nein;$00000000;nein;nein;5;1;µs;ms;0.001;50;;;99;3;nein;;;;0;0;nein;
;Tdecay_acc;;SYNC_GROUP;Tdecay_acc;Abklingzeit für Wirbelströme;1;ja;nein;ja;nein;$00001001;nein;nein;5;1;µs;ms;0.001;700;;;99;3;nein;;;;0;0;nein;
;Scale_dBL_acc_start;;SYNC_GROUP;Scale_dBL_acc_start;Skalierung der Feldsteilheit am Beginn |der Rampe (nur Werte <= 1 erlaubt);1;ja;nein;ja;nein;$00000000;nein;nein;5;3;;;;1;;;99;3;nein;;;;0;0;nein;
;Scale_dBL_acc_end;;SYNC_GROUP;Scale_dBL_acc_end;Skalierung der Feldsteilheit am Ende |der Rampe (nur Werte <= 1 erlaubt);1;ja;nein;ja;nein;$00000000;nein;nein;5;3;;;;1;;;99;3;nein;;;;0;0;nein;
;Ngrid_prep;;SYNC_GROUP;Ngrid_prep;Rasterintervall in Phase PREP |(Vielfache von Tbase_spline);1;ja;nein;nein;nein;$00000000;nein;nein;4;;;;;16;;;99;3;nein;;;;0;0;nein;
